Datetime,year,month,day,Regions,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M
2020-01-01,2020,1,1,Auvergne-Rhône-Alpes,5.494,6.859999999999999,0.768,0.7779999999999999,0.062,97.70599999999999,3.69,87.752,0.9400000000000001,4.552,-0.758,5.3100000000000005,291.1,1.9380000000000002,1.168
2020-01-02,2020,1,2,Auvergne-Rhône-Alpes,4.532,6.448,0.768,0.7779999999999999,0.041999999999999996,97.48400000000001,4.194,87.35,2.6420000000000003,7.794,-0.6,8.394,175.38000000000002,3.4539999999999997,2.1399999999999997
2020-01-03,2020,1,3,Auvergne-Rhône-Alpes,3.846,6.454000000000001,0.766,0.7779999999999999,0.318,97.45599999999999,4.872,89.086,4.57,8.597999999999999,1.9439999999999997,6.653999999999999,196.0,2.976,1.748
2020-01-04,2020,1,4,Auvergne-Rhône-Alpes,4.684,7.002000000000001,0.766,0.7779999999999999,0.346,97.844,4.846,94.106,3.732,7.036,-0.244,7.279999999999999,276.04,3.874,2.512
2020-01-05,2020,1,5,Auvergne-Rhône-Alpes,6.516,7.209999999999999,0.766,0.7779999999999999,0.026000000000000002,97.85,3.932,91.162,1.246,5.364,-1.542,6.906000000000001,236.76,3.654,2.338
2020-01-06,2020,1,6,Auvergne-Rhône-Alpes,6.804,7.124,0.7619999999999999,0.7779999999999999,0.012,97.45599999999999,4.298,84.392,3.1079999999999997,9.646,-1.22,10.866,180.11999999999998,3.252,1.9200000000000004
2020-01-07,2020,1,7,Auvergne-Rhône-Alpes,5.108,7.2540000000000004,0.7619999999999999,0.7779999999999999,0.21000000000000002,97.576,4.926,92.268,4.151999999999999,7.776000000000001,0.442,7.3340000000000005,207.92,2.4579999999999997,1.56
2020-01-08,2020,1,8,Auvergne-Rhône-Alpes,5.168,7.0200000000000005,0.76,0.778,0.2,97.596,5.2299999999999995,87.202,5.794,9.388,3.342,6.046,143.92000000000002,1.884,1.136
2020-01-09,2020,1,9,Auvergne-Rhône-Alpes,6.346,7.284000000000001,0.76,0.776,0.6319999999999999,96.876,4.824,77.97200000000001,6.182,10.868,2.9520000000000004,7.9159999999999995,185.18,5.57,3.59
2020-01-10,2020,1,10,Auvergne-Rhône-Alpes,4.65,7.38,0.7619999999999999,0.776,1.616,97.122,5.144,90.678,5.1,8.616000000000001,2.386,6.2299999999999995,200.0,3.854,2.478
2020-01-11,2020,1,11,Auvergne-Rhône-Alpes,5.43,7.792,0.7619999999999999,0.776,0.05600000000000001,97.69800000000001,4.266,91.30199999999999,2.48,6.378,-0.646,7.023999999999999,234.35999999999999,3.0140000000000002,1.9799999999999998
2020-01-12,2020,1,12,Auvergne-Rhône-Alpes,7.351999999999999,7.814,0.76,0.776,0.022,97.45,3.332,74.49,2.012,7.198,-1.656,8.854,162.92000000000002,1.828,1.082
2020-01-13,2020,1,13,Auvergne-Rhône-Alpes,5.782,7.596000000000001,0.76,0.776,0.014000000000000002,96.782,3.9879999999999995,80.412,2.98,7.306,-0.2760000000000001,7.581999999999999,176.14,3.286,2.0580000000000003
2020-01-14,2020,1,14,Auvergne-Rhône-Alpes,5.638,7.593999999999999,0.76,0.776,0.012,96.486,4.698,81.11,5.208,10.1,1.938,8.162,181.07999999999998,6.496,4.305999999999999
2020-01-15,2020,1,15,Auvergne-Rhône-Alpes,5.002000000000001,7.744,0.756,0.776,0.252,96.846,5.266,83.99,6.4079999999999995,10.488,3.772,6.715999999999999,188.24,6.3759999999999994,4.186
2020-01-16,2020,1,16,Auvergne-Rhône-Alpes,7.194,7.903999999999999,0.756,0.776,0.026000000000000002,97.212,5.2379999999999995,87.604,5.7379999999999995,10.943999999999999,2.126,8.818000000000001,170.78,3.992,2.506
2020-01-17,2020,1,17,Auvergne-Rhône-Alpes,2.4699999999999998,7.522,0.764,0.79,7.958,96.974,5.2700000000000005,92.69200000000001,4.948,8.232,1.45,6.781999999999999,199.06,4.118,2.596
2020-01-18,2020,1,18,Auvergne-Rhône-Alpes,7.409999999999999,8.532,0.766,0.776,0.22400000000000003,97.314,4.101999999999999,91.25999999999999,1.8940000000000001,6.2,-1.526,7.726000000000001,146.61999999999998,2.834,1.78
2020-01-19,2020,1,19,Auvergne-Rhône-Alpes,6.526000000000001,8.538,0.766,0.776,0.057999999999999996,97.63,3.446,88.19200000000001,0.194,4.136,-2.108,6.244,88.5,7.161999999999999,4.918
2020-01-20,2020,1,20,Auvergne-Rhône-Alpes,6.65,8.264,0.758,0.776,0.030000000000000006,98.184,3.114,87.502,-0.966,4.314,-3.912,8.226,103.85999999999999,4.340000000000001,2.8240000000000003
2020-01-21,2020,1,21,Auvergne-Rhône-Alpes,5.858,8.026,0.758,0.776,0.024,98.182,3.1060000000000003,86.61600000000001,-0.8539999999999999,4.13,-3.864,7.994,257.14,2.288,1.34
2020-01-22,2020,1,22,Auvergne-Rhône-Alpes,5.438000000000001,7.328,0.758,0.776,0.046,97.684,3.322,82.776,0.4779999999999999,5.586,-2.496,8.081999999999999,52.5,2.022,1.0939999999999999
2020-01-23,2020,1,23,Auvergne-Rhône-Alpes,4.764,7.442,0.758,0.774,0.004,97.168,3.7700000000000005,86.41,1.192,4.272,-1.538,5.8100000000000005,168.0,2.336,1.29
2020-01-24,2020,1,24,Auvergne-Rhône-Alpes,5.232,7.645999999999999,0.756,0.774,0.08199999999999999,96.918,4.574,86.338,3.842,8.74,0.6300000000000001,8.11,158.28,2.21,1.24
2020-01-25,2020,1,25,Auvergne-Rhône-Alpes,5.5840000000000005,8.02,0.756,0.772,0.15999999999999998,96.668,4.958,88.84,4.351999999999999,9.922,1.038,8.884,173.16,2.444,1.418
2020-01-26,2020,1,26,Auvergne-Rhône-Alpes,4.26,8.158,0.758,0.774,1.6800000000000002,96.526,5.176,93.966,4.442,8.47,2.02,6.45,187.38,2.632,1.46
2020-01-27,2020,1,27,Auvergne-Rhône-Alpes,4.078,8.498,0.758,0.778,2.79,96.13399999999999,5.048,93.11,4.1659999999999995,7.242,0.768,6.473999999999999,186.38,4.936,3.2019999999999995
2020-01-28,2020,1,28,Auvergne-Rhône-Alpes,3.902,9.302,0.766,0.782,5.946,95.72,5.152,87.974,5.4719999999999995,7.804,3.6620000000000004,4.142,231.56,6.603999999999999,4.458
2020-01-29,2020,1,29,Auvergne-Rhône-Alpes,4.924,9.373999999999999,0.766,0.78,3.3659999999999997,96.394,4.992,92.434,4.366,7.781999999999999,1.5779999999999998,6.204,201.3,3.28,2.0740000000000003
2020-01-30,2020,1,30,Auvergne-Rhône-Alpes,4.21,9.15,0.766,0.788,3.536,96.404,5.1659999999999995,89.316,4.926,8.574,-0.021999999999999954,8.596,181.07999999999998,3.882,2.3979999999999997
2020-01-31,2020,1,31,Auvergne-Rhône-Alpes,7.1,9.437999999999999,0.766,0.782,0.714,96.47999999999999,6.822,92.374,8.794,12.913999999999998,5.402,7.5120000000000005,183.07999999999998,2.468,1.47
2020-02-01,2020,2,1,Auvergne-Rhône-Alpes,3.982,9.395999999999999,0.766,0.784,2.318,96.384,6.523999999999999,93.96000000000001,7.768000000000001,12.209999999999999,4.672,7.537999999999999,207.64000000000001,4.13,2.526
2020-02-02,2020,2,2,Auvergne-Rhône-Alpes,2.9219999999999997,9.216,0.774,0.7979999999999999,9.038,96.774,7.378,92.01,9.982,13.84,5.156000000000001,8.684000000000001,208.51999999999998,4.348,2.7299999999999995
2020-02-03,2020,2,3,Auvergne-Rhône-Alpes,6.598000000000001,9.08,0.772,0.784,0.25,96.904,7.151999999999999,86.682,10.602,15.068000000000001,7.686,7.382000000000001,204.45999999999998,4.128,2.5060000000000002
2020-02-04,2020,2,4,Auvergne-Rhône-Alpes,6.29,10.772,0.774,0.792,5.968,96.868,4.656000000000001,86.50399999999999,4.388,8.66,1.404,7.256,309.92,6.85,4.654
2020-02-05,2020,2,5,Auvergne-Rhône-Alpes,9.214,11.152000000000001,0.774,0.7859999999999999,0.576,97.748,4.0840000000000005,88.268,2.408,6.802,-1.48,8.282,222.18,4.8420000000000005,3.222
2020-02-06,2020,2,6,Auvergne-Rhône-Alpes,8.681999999999999,10.878,0.772,0.784,0.0,97.37,3.228,76.676,1.1320000000000001,5.954,-2.626,8.58,114.02000000000001,2.588,1.474
2020-02-07,2020,2,7,Auvergne-Rhône-Alpes,10.303999999999998,10.942,0.772,0.782,0.0,97.05,3.944,75.104,3.6659999999999995,10.532,-1.576,12.108,172.5,3.5260000000000007,2.088
2020-02-08,2020,2,8,Auvergne-Rhône-Alpes,9.118,10.84,0.766,0.782,0.0,97.022,4.71,81.498,5.172,11.078,0.40800000000000003,10.67,189.74,3.9480000000000004,2.406
2020-02-09,2020,2,9,Auvergne-Rhône-Alpes,7.632,10.822,0.766,0.78,0.26,96.908,5.286,83.804,6.42,10.616,2.132,8.484,190.38,7.418000000000001,4.959999999999999
2020-02-10,2020,2,10,Auvergne-Rhône-Alpes,5.973999999999999,11.058,0.766,0.776,2.734,96.42999999999999,6.316,82.156,9.565999999999999,12.35,7.459999999999999,4.89,233.34,8.352,5.676
2020-02-11,2020,2,11,Auvergne-Rhône-Alpes,5.674,11.331999999999999,0.766,0.78,3.06,96.586,5.272,86.244,6.247999999999999,9.804,1.49,8.314,279.84000000000003,4.922,3.214
2020-02-12,2020,2,12,Auvergne-Rhône-Alpes,10.02,12.186,0.766,0.78,0.11400000000000002,96.92,3.9620000000000006,79.744,3.446,8.006,-0.9,8.906,199.06,2.548,1.6
2020-02-13,2020,2,13,Auvergne-Rhône-Alpes,4.232,11.312000000000001,0.766,0.78,4.714,96.212,4.76,82.072,4.902,9.828,-0.6679999999999999,10.496,206.04000000000002,6.5,4.292
2020-02-14,2020,2,14,Auvergne-Rhône-Alpes,8.5,12.358,0.766,0.78,1.154,96.99,4.944,86.102,5.398000000000001,10.203999999999999,1.6960000000000002,8.508,236.18,3.05,1.908
2020-02-15,2020,2,15,Auvergne-Rhône-Alpes,11.796000000000001,12.466,0.764,0.774,0.0,97.01,4.848000000000001,77.24199999999999,6.656000000000001,14.063999999999998,0.672,13.392000000000001,183.38,3.9739999999999993,2.55
2020-02-16,2020,2,16,Auvergne-Rhône-Alpes,6.578,12.12,0.7619999999999999,0.774,0.026000000000000002,96.74,5.992,81.704,8.692,13.456,4.548,8.908,186.5,7.692,5.156000000000001
2020-02-17,2020,2,17,Auvergne-Rhône-Alpes,3.194,12.052,0.7619999999999999,0.784,5.396,96.9,6.15,90.104,7.672,10.559999999999999,3.1399999999999997,7.42,206.74,4.8420000000000005,3.146
2020-02-18,2020,2,18,Auvergne-Rhône-Alpes,10.9,13.419999999999998,0.764,0.78,0.254,97.564,4.34,83.084,4.218,8.319999999999999,0.99,7.33,226.35999999999999,2.912,1.818
2020-02-19,2020,2,19,Auvergne-Rhône-Alpes,7.186,12.953999999999999,0.764,0.78,1.8779999999999997,97.304,4.754,90.612,4.04,7.758,0.734,7.023999999999999,203.66,3.566,2.268
2020-02-20,2020,2,20,Auvergne-Rhône-Alpes,13.280000000000001,13.6,0.7619999999999999,0.774,0.154,97.02,4.672,81.018,5.518,12.28,0.654,11.626000000000001,194.95999999999998,2.9619999999999997,1.7560000000000002
2020-02-21,2020,2,21,Auvergne-Rhône-Alpes,12.608,13.982,0.76,0.774,0.32,97.55199999999999,4.242,78.092,4.748,9.266,1.746,7.5200000000000005,207.04000000000002,2.806,1.782
2020-02-22,2020,2,22,Auvergne-Rhône-Alpes,13.522,13.937999999999999,0.756,0.77,0.0,97.696,3.8,61.686,6.706,13.338,0.61,12.728,241.26,1.94,1.2120000000000002
2020-02-23,2020,2,23,Auvergne-Rhône-Alpes,13.331999999999999,14.107999999999999,0.7539999999999999,0.768,0.0,97.56,4.954,68.81800000000001,8.83,16.247999999999998,2.534,13.713999999999999,201.42000000000002,2.726,1.682
2020-02-24,2020,2,24,Auvergne-Rhône-Alpes,14.028,14.526,0.752,0.768,0.02,96.914,6.146,79.694,9.654,16.046,4.898000000000001,11.148,188.84,2.728,1.6740000000000002
2020-02-25,2020,2,25,Auvergne-Rhône-Alpes,6.394,14.080000000000002,0.752,0.77,3.186,95.776,5.3340000000000005,85.282,6.358,11.104000000000001,2.8440000000000003,8.26,237.92,4.198,2.738
2020-02-26,2020,2,26,Auvergne-Rhône-Alpes,8.059999999999999,15.028,0.752,0.77,3.472,95.688,4.056,85.148,2.614,5.106,-0.26,5.366,288.08000000000004,5.862,3.8939999999999997
2020-02-27,2020,2,27,Auvergne-Rhône-Alpes,5.336,14.626,0.754,0.774,4.294,95.62,4.568,90.494,3.036,9.282,-1.242,10.524000000000001,218.35999999999999,6.354,4.196
2020-02-28,2020,2,28,Auvergne-Rhône-Alpes,12.59,14.84,0.752,0.768,0.142,96.45,4.01,76.524,4.254,10.032,-1.24,11.272,156.1,3.0380000000000003,1.936
2020-02-29,2020,2,29,Auvergne-Rhône-Alpes,5.15,14.162,0.752,0.774,5.282,95.308,5.723999999999999,81.732,7.837999999999999,12.524000000000001,5.0920000000000005,7.4319999999999995,191.74,7.99,5.348000000000001
2020-03-01,2020,3,1,Auvergne-Rhône-Alpes,8.978,14.978,0.756,0.774,2.664,95.08,5.470000000000001,84.898,6.766,11.703999999999999,2.7039999999999997,9.0,205.08,5.954,3.9200000000000004
2020-03-02,2020,3,2,Auvergne-Rhône-Alpes,3.028,15.542000000000002,0.764,0.796,13.962,94.098,5.273999999999999,88.79400000000001,5.2780000000000005,8.73,2.22,6.51,239.26,6.614,4.456
2020-03-03,2020,3,3,Auvergne-Rhône-Alpes,9.748000000000001,15.940000000000001,0.7699999999999999,0.782,0.8699999999999999,95.342,4.174,84.97999999999999,3.066,6.981999999999999,-0.42800000000000005,7.409999999999999,240.42,2.694,1.7240000000000002
2020-03-04,2020,3,4,Auvergne-Rhône-Alpes,10.196000000000002,15.916,0.764,0.7779999999999999,0.4,96.002,4.3100000000000005,80.78,4.358,8.84,-0.007999999999999985,8.847999999999999,169.68,2.812,1.8519999999999999
2020-03-05,2020,3,5,Auvergne-Rhône-Alpes,3.886,15.422,0.772,0.8039999999999999,15.128,94.78999999999999,5.843999999999999,88.276,6.912000000000001,11.178,3.4560000000000004,7.7219999999999995,200.22,7.42,4.978
2020-03-06,2020,3,6,Auvergne-Rhône-Alpes,8.946000000000002,16.426,0.774,0.79,1.514,95.228,4.486,83.054,4.338,8.452,0.932,7.5200000000000005,296.14,3.46,2.276
2020-03-07,2020,3,7,Auvergne-Rhône-Alpes,10.745999999999999,16.806,0.772,0.784,0.17800000000000002,96.624,4.188000000000001,83.99,3.4879999999999995,7.75,0.152,7.598000000000001,268.52,3.9799999999999995,2.636
2020-03-08,2020,3,8,Auvergne-Rhône-Alpes,13.078,16.645999999999997,0.7699999999999999,0.784,1.862,96.626,4.704,80.2,5.608,11.586,-0.694,12.280000000000001,241.54000000000002,2.628,1.624
2020-03-09,2020,3,9,Auvergne-Rhône-Alpes,10.879999999999999,17.266,0.7699999999999999,0.7859999999999999,2.456,96.524,4.776000000000001,86.814,4.758,7.812,1.268,6.544,310.71999999999997,4.096,2.648
2020-03-10,2020,3,10,Auvergne-Rhône-Alpes,6.678,16.308,0.7699999999999999,0.7899999999999999,3.4879999999999995,96.732,5.4239999999999995,91.992,5.476,8.4,1.146,7.254,162.14000000000001,3.4480000000000004,2.118
2020-03-11,2020,3,11,Auvergne-Rhône-Alpes,13.91,17.316,0.7699999999999999,0.78,0.10600000000000001,96.816,7.106,84.574,10.906,16.394,6.37,10.024,194.95999999999998,2.376,1.486
2020-03-12,2020,3,12,Auvergne-Rhône-Alpes,10.046000000000001,16.554000000000002,0.7699999999999999,0.7859999999999999,3.7020000000000004,96.63,7.2700000000000005,87.5,10.6,15.388,6.118,9.27,241.2,2.8560000000000003,1.8560000000000003
2020-03-13,2020,3,13,Auvergne-Rhône-Alpes,15.069999999999999,18.434,0.768,0.78,0.41600000000000004,96.786,4.818,79.03999999999999,6.311999999999999,10.448,1.918,8.53,273.91999999999996,3.2700000000000005,2.158
2020-03-14,2020,3,14,Auvergne-Rhône-Alpes,15.568000000000001,18.404,0.764,0.7779999999999999,0.006,96.662,4.3759999999999994,76.408,5.46,11.282,-0.35,11.632000000000001,272.08000000000004,2.7700000000000005,1.7740000000000002
2020-03-15,2020,3,15,Auvergne-Rhône-Alpes,15.187999999999999,18.178,0.7619999999999999,0.772,0.0,96.342,5.2780000000000005,77.62,7.715999999999999,15.3,0.6460000000000001,14.654,177.64000000000001,4.688000000000001,3.048
2020-03-16,2020,3,16,Auvergne-Rhône-Alpes,11.472,17.338,0.76,0.772,0.306,96.72200000000001,5.264,70.99199999999999,9.092,14.87,2.6380000000000003,12.232,179.62,3.1079999999999997,1.9899999999999998
2020-03-17,2020,3,17,Auvergne-Rhône-Alpes,15.546000000000001,17.216,0.752,0.768,0.006,97.54400000000001,5.892,71.24600000000001,10.89,16.672000000000004,5.858,10.814,247.48000000000002,1.642,1.042
2020-03-18,2020,3,18,Auvergne-Rhône-Alpes,17.808,18.178,0.752,0.764,0.0,97.324,6.731999999999999,79.186,11.22,17.866000000000003,4.952,12.913999999999998,245.54000000000002,2.158,1.3299999999999998
2020-03-19,2020,3,19,Auvergne-Rhône-Alpes,17.744,18.714,0.75,0.762,0.05,96.95,6.9,75.6,12.3,18.904,5.824,13.080000000000002,187.07999999999998,2.2920000000000003,1.372
2020-03-20,2020,3,20,Auvergne-Rhône-Alpes,16.724,18.724,0.742,0.758,0.454,96.638,6.238,71.96000000000001,11.716,17.752,6.7379999999999995,11.014,211.95999999999998,2.048,1.222
2020-03-21,2020,3,21,Auvergne-Rhône-Alpes,16.762,18.298,0.742,0.758,0.12000000000000002,96.18199999999999,6.6739999999999995,81.392,10.594,16.178,5.464,10.714,215.28000000000003,2.15,1.3519999999999999
2020-03-22,2020,3,22,Auvergne-Rhône-Alpes,11.315999999999999,17.674,0.742,0.76,0.476,96.31,6.302,87.964,8.45,12.122,5.314,6.808,109.0,2.446,1.6280000000000001
2020-03-23,2020,3,23,Auvergne-Rhône-Alpes,14.207999999999998,18.524,0.74,0.754,0.11400000000000002,96.81,5.5840000000000005,84.388,7.368,11.768,3.45,8.318,29.879999999999995,1.9460000000000002,1.318
2020-03-24,2020,3,24,Auvergne-Rhône-Alpes,15.969999999999999,20.348000000000003,0.734,0.752,0.16599999999999998,96.786,4.220000000000001,76.914,4.9159999999999995,9.93,0.572,9.358,60.44000000000001,2.258,1.514
2020-03-25,2020,3,25,Auvergne-Rhône-Alpes,17.948,20.568,0.732,0.75,1.004,96.33,3.91,76.75,3.844,9.616,-1.25,10.866,100.3,2.9,1.886
2020-03-26,2020,3,26,Auvergne-Rhône-Alpes,16.868000000000002,20.232,0.732,0.75,0.5279999999999999,95.934,3.7099999999999995,73.47999999999999,3.78,9.274,-0.18400000000000008,9.458,91.82,3.0300000000000002,2.018
2020-03-27,2020,3,27,Auvergne-Rhône-Alpes,16.95,20.18,0.728,0.748,0.08,96.14200000000001,4.586,79.91600000000001,5.3260000000000005,12.03,-1.2239999999999998,13.254000000000001,273.62,2.964,1.956
2020-03-28,2020,3,28,Auvergne-Rhône-Alpes,18.482,20.052,0.728,0.74,0.11400000000000002,96.346,5.92,81.85,8.697999999999999,14.416,3.5460000000000003,10.870000000000001,350.64,2.906,1.8259999999999998
2020-03-29,2020,3,29,Auvergne-Rhône-Alpes,10.376,19.818,0.7220000000000001,0.742,0.978,96.398,5.0600000000000005,86.034,5.484,9.65,1.234,8.416,217.85999999999999,6.134,4.17
2020-03-30,2020,3,30,Auvergne-Rhône-Alpes,9.48,19.53,0.7220000000000001,0.742,0.292,96.348,3.946,80.89200000000001,3.2019999999999995,8.618,-1.6039999999999999,10.222,92.56,5.748,3.9379999999999997
2020-03-31,2020,3,31,Auvergne-Rhône-Alpes,18.558,21.814,0.72,0.736,0.01,96.518,3.664,76.524,3.158,11.104,-3.4120000000000004,14.516,96.5,3.582,2.348
2020-04-01,2020,4,1,Auvergne-Rhône-Alpes,19.46,22.098000000000003,0.7180000000000001,0.732,0.016,96.364,4.244,75.982,5.072,12.075999999999999,-1.5739999999999998,13.65,139.54000000000002,2.0740000000000003,1.356
2020-04-02,2020,4,2,Auvergne-Rhône-Alpes,19.990000000000002,22.157999999999998,0.7100000000000001,0.7300000000000001,0.032,96.038,4.616,76.378,6.266,13.219999999999999,0.55,12.67,306.96,2.482,1.536
2020-04-03,2020,4,3,Auvergne-Rhône-Alpes,21.776,22.722,0.708,0.728,0.0,96.32000000000001,4.5280000000000005,78.41,5.6739999999999995,12.402,-0.704,13.106,216.06,3.7359999999999998,2.4219999999999997
2020-04-04,2020,4,4,Auvergne-Rhône-Alpes,22.518,23.038,0.7060000000000001,0.7220000000000001,0.0,96.65,5.106,72.404,8.732,16.828,0.07000000000000002,16.758,177.36,2.332,1.4
2020-04-05,2020,4,5,Auvergne-Rhône-Alpes,22.328,22.982,0.6980000000000001,0.718,0.0,96.686,5.18,66.156,10.476,18.35,3.2880000000000003,15.062000000000001,180.36,3.9,2.446
2020-04-06,2020,4,6,Auvergne-Rhône-Alpes,22.2,23.062,0.696,0.71,0.002,97.026,5.294,65.444,10.92,18.266,3.752,14.514,194.3,3.8099999999999996,2.418
2020-04-07,2020,4,7,Auvergne-Rhône-Alpes,22.156,22.862000000000002,0.688,0.708,0.0,97.332,5.8,62.709999999999994,12.876,19.704,6.68,13.024000000000001,191.88,1.89,1.14
2020-04-08,2020,4,8,Auvergne-Rhône-Alpes,22.204,23.112000000000002,0.682,0.7020000000000001,0.002,97.154,5.5840000000000005,58.263999999999996,13.516,20.148,6.65,13.498,223.35999999999999,2.0119999999999996,1.258
2020-04-09,2020,4,9,Auvergne-Rhône-Alpes,22.916,23.428,0.6759999999999999,0.696,0.002,96.918,6.45,63.588,14.034,20.625999999999998,7.88,12.746,91.17999999999999,2.268,1.3980000000000001
2020-04-10,2020,4,10,Auvergne-Rhône-Alpes,22.924,23.596,0.6679999999999999,0.6900000000000001,0.0,96.87,6.698,62.712,15.05,21.774,8.654,13.12,249.58,1.6300000000000001,1.02
2020-04-11,2020,4,11,Auvergne-Rhône-Alpes,22.98,24.048000000000002,0.666,0.6799999999999999,0.004,96.868,6.428,62.922000000000004,14.448000000000002,21.401999999999997,7.456,13.946000000000002,191.98,1.998,1.1780000000000002
2020-04-12,2020,4,12,Auvergne-Rhône-Alpes,20.572,23.918,0.658,0.674,0.041999999999999996,96.50399999999999,6.144,66.61,12.819999999999999,19.148,7.0200000000000005,12.128,205.61999999999998,3.81,2.448
2020-04-13,2020,4,13,Auvergne-Rhône-Alpes,17.106,22.862000000000002,0.6559999999999999,0.6719999999999999,0.026000000000000002,96.1,6.087999999999999,65.494,12.906,18.892000000000003,6.831999999999999,12.06,87.72,2.598,1.61
2020-04-14,2020,4,14,Auvergne-Rhône-Alpes,25.236,25.704,0.6519999999999999,0.662,0.0,96.324,4.845999999999999,66.702,9.373999999999999,15.447999999999999,3.136,12.312000000000001,91.0,5.978,4.026
2020-04-15,2020,4,15,Auvergne-Rhône-Alpes,23.992,24.704,0.6439999999999999,0.662,0.0,96.62,5.902,69.27799999999999,11.398,20.3,1.65,18.65,192.07999999999998,3.438,2.216
2020-04-16,2020,4,16,Auvergne-Rhône-Alpes,20.908,23.928,0.6399999999999999,0.6519999999999999,0.026000000000000002,96.564,6.553999999999999,66.35,13.766,20.328,7.724000000000001,12.604000000000001,199.68,3.9379999999999997,2.584
2020-04-17,2020,4,17,Auvergne-Rhône-Alpes,18.2,23.85,0.6359999999999999,0.6479999999999999,0.268,96.336,6.956,68.508,13.994,20.291999999999998,7.7219999999999995,12.57,198.48000000000002,3.7640000000000002,2.482
2020-04-18,2020,4,18,Auvergne-Rhône-Alpes,18.663999999999998,23.59,0.632,0.654,0.756,96.364,8.248000000000001,78.146,14.495999999999999,19.910000000000004,8.986,10.924,192.5,1.964,1.23
2020-04-19,2020,4,19,Auvergne-Rhône-Alpes,8.762,22.478,0.634,0.662,2.412,95.88199999999999,9.028,85.326,14.357999999999999,18.572,11.064,7.508,131.68,1.8,1.1320000000000001
2020-04-20,2020,4,20,Auvergne-Rhône-Alpes,13.051999999999998,23.64,0.634,0.656,1.45,95.428,9.315999999999999,84.076,15.080000000000002,19.966,10.806000000000001,9.16,278.58000000000004,1.8419999999999999,1.19
2020-04-21,2020,4,21,Auvergne-Rhône-Alpes,8.178,23.456,0.634,0.6519999999999999,0.7939999999999999,95.478,8.272,77.22,14.644,19.282,10.7,8.581999999999999,90.9,1.9259999999999997,1.2120000000000002
2020-04-22,2020,4,22,Auvergne-Rhône-Alpes,17.144,25.058,0.6279999999999999,0.648,1.1199999999999999,96.05,7.6,72.332,14.434000000000001,19.991999999999997,7.574,12.418000000000001,202.04,2.038,1.288
2020-04-23,2020,4,23,Auvergne-Rhône-Alpes,20.714,25.406,0.626,0.6359999999999999,0.04,96.476,7.779999999999999,70.05999999999999,15.486,21.0,9.85,11.15,305.62,1.9140000000000001,1.222
2020-04-24,2020,4,24,Auvergne-Rhône-Alpes,19.304,25.506,0.618,0.632,0.192,96.22200000000001,8.278,72.3,15.856,21.18,9.548,11.632,331.96,1.968,1.254
2020-04-25,2020,4,25,Auvergne-Rhône-Alpes,17.79,25.154,0.6140000000000001,0.6359999999999999,1.572,95.756,8.702,75.30199999999999,15.812000000000001,20.656,11.442,9.214,276.74,1.67,1.062
2020-04-26,2020,4,26,Auvergne-Rhône-Alpes,15.448000000000002,25.262,0.6140000000000001,0.638,2.1160000000000005,95.738,8.256,79.57000000000001,14.065999999999999,17.262,11.092,6.17,285.32000000000005,1.7399999999999998,1.184
2020-04-27,2020,4,27,Auvergne-Rhône-Alpes,15.36,24.968,0.6140000000000001,0.65,5.678,95.714,8.284,80.13199999999999,14.11,19.363999999999997,8.526,10.838,194.06,3.2299999999999995,2.116
2020-04-28,2020,4,28,Auvergne-Rhône-Alpes,12.016,26.018,0.6279999999999999,0.6900000000000001,11.324000000000002,95.686,7.324,83.362,11.568000000000001,15.52,7.382000000000001,8.138,275.08000000000004,2.67,1.782
2020-04-29,2020,4,29,Auvergne-Rhône-Alpes,18.548,27.04,0.6279999999999999,0.656,1.522,95.876,6.478,74.894,11.588,16.747999999999998,6.708,10.040000000000001,253.58,2.968,1.952
2020-04-30,2020,4,30,Auvergne-Rhône-Alpes,10.008,26.932,0.638,0.682,8.982,95.678,6.93,82.01599999999999,10.872,14.347999999999999,7.57,6.7780000000000005,216.48000000000002,4.470000000000001,2.874
2020-05-01,2020,5,1,Auvergne-Rhône-Alpes,8.36,26.726,0.6479999999999999,0.702,11.178,95.618,7.302,85.53,10.946,16.054,7.052,9.002,218.42,5.016,3.2620000000000005
2020-05-02,2020,5,2,Auvergne-Rhône-Alpes,11.34,26.644,0.6559999999999999,0.718,13.536000000000001,96.1,8.120000000000001,87.938,12.228,16.619999999999997,7.958,8.662,272.84000000000003,2.7880000000000003,1.784
2020-05-03,2020,5,3,Auvergne-Rhône-Alpes,16.662,26.830000000000002,0.666,0.71,2.7600000000000002,96.464,8.402,84.49600000000001,13.472,17.944,8.943999999999999,9.0,226.54000000000002,1.9600000000000002,1.28
2020-05-04,2020,5,4,Auvergne-Rhône-Alpes,25.869999999999997,27.732,0.662,0.682,0.041999999999999996,96.292,8.953999999999999,73.582,16.851999999999997,22.851999999999997,10.3,12.552,174.44,2.3619999999999997,1.536
2020-05-05,2020,5,5,Auvergne-Rhône-Alpes,18.46,26.881999999999998,0.654,0.6859999999999999,3.816,96.164,9.704,81.652,16.194,21.322,11.318000000000001,10.004,225.3,3.592,2.338
